month,fy,product_id,product_name,category,warehouse,opening_stock,stock_received,stock_sold,damaged_in_transit,closing_stock,transit_damage_pct,stockout_days,reorder_triggered,supplier_lead_days,po_raised,cost_of_goods_inr,holding_cost_inr,is_peak_month
Jul-2022,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Talegaon Main (Pune),2173,856,856,0,2173,0.0,0,No,7,No,179760,6844,No
Jul-2022,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Delhi Hub,1007,212,177,5,1037,2.82,0,No,6,No,12390,1088,No
Jul-2022,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Delhi Hub,2066,706,452,3,2317,0.66,0,No,5,No,108480,8341,No
Jul-2022,FY23,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,494,1062,674,5,877,0.74,0,No,8,No,111210,2170,No
Jul-2022,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Hyderabad Spoke,1520,109,410,4,1215,0.98,0,No,12,No,159900,7107,No
Jul-2022,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Talegaon Main (Pune),1180,358,744,1,793,0.13,0,No,12,No,59520,951,No
Jul-2022,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,2056,1196,457,4,2791,0.88,0,No,11,No,43415,3977,No
Jul-2022,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Mumbai Hub,1584,303,214,3,1670,1.4,0,No,12,No,23540,2755,No
Jul-2022,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Delhi Hub,1409,1134,230,4,2309,1.74,0,No,12,No,18400,2770,No
Jul-2022,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Delhi Hub,2085,557,114,1,2527,0.88,0,No,10,No,11400,3790,No
Jul-2022,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Hyderabad Spoke,578,647,601,3,621,0.5,0,No,9,No,42070,652,No
Jul-2022,FY23,TL001,Garden Pruner – Stainless,Tools,Talegaon Main (Pune),1136,1198,493,5,1836,1.01,0,No,13,No,71485,3993,No
Jul-2022,FY23,TL002,Watering Can 2L,Tools,Talegaon Main (Pune),1524,502,315,4,1707,1.27,0,No,4,No,29925,2432,No
Jul-2022,FY23,TL003,Premium Potting Mix 5kg,Tools,Talegaon Main (Pune),1792,205,399,5,1593,1.25,0,No,10,No,51870,3106,No
Jul-2022,FY23,TL004,Pebbles Decorative 500g,Tools,Mumbai Hub,491,180,110,1,560,0.91,0,No,5,No,6050,462,No
Jul-2022,FY23,TL005,Moisture Meter,Tools,Mumbai Hub,1966,1148,258,3,2853,1.16,0,No,14,No,51600,8559,No
Jul-2022,FY23,GF001,Green Starter Kit,Gifting,Hyderabad Spoke,2296,144,881,2,1557,0.23,0,No,6,No,325970,8641,No
Jul-2022,FY23,GF002,Plant Parent Gift Box,Gifting,Hyderabad Spoke,1848,136,891,1,1092,0.11,0,No,7,No,588060,10810,No
Jul-2022,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Bengaluru Hub,1068,1073,152,5,1984,3.29,0,No,6,No,167200,32736,No
Jul-2022,FY23,GF004,Corporate Desk Plant Set,Gifting,Mumbai Hub,1784,780,640,3,1921,0.47,0,No,4,No,345600,15560,No
Jul-2022,FY23,GF005,Anniversary Succulent Box,Gifting,Hyderabad Spoke,731,311,539,3,500,0.56,0,No,5,No,231770,3225,No
Aug-2022,FY23,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,608,611,568,28,623,4.93,0,No,5,No,79520,1308,No
Aug-2022,FY23,PL002,Peace Lily,Live Plants,Delhi Hub,2077,106,464,40,1679,8.62,0,No,10,No,41760,2266,No
Aug-2022,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Hyderabad Spoke,818,763,427,23,1131,5.39,0,No,8,No,42700,1696,No
Aug-2022,FY23,PL004,Fiddle Leaf Fig,Live Plants,Hyderabad Spoke,406,390,786,75,0,9.54,3,Yes,12,Yes,235800,0,No
Aug-2022,FY23,PL005,Golden Pothos,Live Plants,Hyderabad Spoke,754,591,678,46,621,6.78,0,No,12,No,40680,558,No
Aug-2022,FY23,PL006,ZZ Plant,Live Plants,Talegaon Main (Pune),721,486,819,50,338,6.11,0,No,8,No,131040,811,No
Aug-2022,FY23,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),2292,1019,157,10,3144,6.37,0,No,5,No,11775,3537,No
Aug-2022,FY23,PL008,Money Plant (Epipremnum),Live Plants,Delhi Hub,876,818,450,30,1214,6.67,0,No,10,No,22500,910,No
Aug-2022,FY23,PL009,Rubber Plant,Live Plants,Mumbai Hub,1139,287,329,10,1087,3.04,0,No,6,No,59220,2934,No
Aug-2022,FY23,PL010,Aglaonema Red,Live Plants,Delhi Hub,1882,852,826,37,1871,4.48,0,No,11,No,173460,5893,No
Aug-2022,FY23,PL011,Rose – Red (Grafted),Live Plants,Mumbai Hub,773,457,139,7,1084,5.04,0,No,8,No,18070,2113,No
Aug-2022,FY23,PL012,Hibiscus – Pink,Live Plants,Bengaluru Hub,610,829,433,33,973,7.62,0,No,14,No,47630,1605,No
Aug-2022,FY23,PL013,Bougainvillea,Live Plants,Mumbai Hub,977,689,728,42,896,5.77,0,No,14,No,83720,1545,No
Aug-2022,FY23,PL014,Ixora,Live Plants,Mumbai Hub,1323,184,209,13,1285,6.22,0,No,4,No,17765,1638,No
Aug-2022,FY23,PL015,Marigold Seedling,Live Plants,Mumbai Hub,1202,1148,206,16,2128,7.77,0,No,3,No,8240,1276,No
Aug-2022,FY23,PL016,Aloe Vera,Live Plants,Mumbai Hub,1488,466,476,32,1446,6.72,0,No,10,No,38080,1735,No
Aug-2022,FY23,PL017,Cactus Mix (3 pack),Live Plants,Bengaluru Hub,1704,219,175,9,1739,5.14,0,No,7,No,11375,1695,No
Aug-2022,FY23,PL018,Echeveria Set of 3,Live Plants,Mumbai Hub,1913,1068,255,22,2704,8.63,0,No,3,No,24225,3853,No
Aug-2022,FY23,PL019,Areca Palm,Live Plants,Hyderabad Spoke,499,641,117,3,1020,2.56,0,No,14,No,29250,3825,No
Aug-2022,FY23,PL020,Bamboo Palm,Live Plants,Delhi Hub,340,228,558,26,0,4.66,2,Yes,5,Yes,150660,0,No
Aug-2022,FY23,SD001,Cherry Tomato Seeds,Seeds,Mumbai Hub,1387,974,107,2,2252,1.87,0,No,10,No,1926,608,No
Aug-2022,FY23,SD002,Spinach Seeds (50g),Seeds,Mumbai Hub,2229,323,637,5,1910,0.78,0,No,5,No,8918,401,No
Aug-2022,FY23,SD003,Coriander Seeds (50g),Seeds,Bengaluru Hub,663,713,704,3,669,0.43,0,No,6,No,8448,120,No
Aug-2022,FY23,SD004,Chilli Hybrid Seeds,Seeds,Hyderabad Spoke,1533,543,110,4,1962,3.64,0,No,13,No,2420,647,No
Aug-2022,FY23,SD005,Marigold Seeds,Seeds,Mumbai Hub,1086,512,581,0,1017,0.0,0,No,13,No,9296,244,No
Aug-2022,FY23,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),1232,235,151,0,1316,0.0,0,No,4,No,3020,394,No
Aug-2022,FY23,SD007,Petunia Seeds,Seeds,Mumbai Hub,221,1179,158,3,1239,1.9,0,No,8,No,4424,520,No
Aug-2022,FY23,SD008,Methi Seeds (100g),Seeds,Talegaon Main (Pune),1676,648,131,1,2192,0.76,0,No,13,No,1310,328,No
Aug-2022,FY23,SD009,Basil Seeds,Seeds,Delhi Hub,2379,542,121,3,2797,2.48,0,No,8,No,1815,629,No
Aug-2022,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Talegaon Main (Pune),401,431,822,1,9,0.12,2,Yes,14,Yes,86310,14,No
Aug-2022,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Hyderabad Spoke,1515,542,612,2,1443,0.33,0,No,3,No,82620,2922,No
Aug-2022,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Hyderabad Spoke,1768,159,660,4,1263,0.61,0,No,9,No,138600,3978,No
Aug-2022,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Talegaon Main (Pune),2364,590,575,0,2379,0.0,0,No,11,No,40250,2497,No
Aug-2022,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),359,830,197,5,987,2.54,0,No,13,No,47280,3553,No
Aug-2022,FY23,PT006,Hanging Basket Planter,Pots & Planters,Bengaluru Hub,1492,998,655,0,1835,0.0,0,No,8,No,108075,4541,No
Aug-2022,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Mumbai Hub,1911,868,661,4,2114,0.61,0,No,14,No,257790,12366,No
Aug-2022,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Hyderabad Spoke,1880,567,133,2,2312,1.5,0,No,10,No,10640,2774,No
Aug-2022,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,1496,786,705,1,1576,0.14,0,No,7,No,66975,2245,No
Aug-2022,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Bengaluru Hub,655,104,180,1,578,0.56,0,No,4,No,19800,953,No
Aug-2022,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Delhi Hub,2057,377,447,5,1982,1.12,0,No,13,No,35760,2378,No
Aug-2022,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Mumbai Hub,1756,204,610,4,1346,0.66,0,No,14,No,61000,2019,No
Aug-2022,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,1918,325,368,5,1870,1.36,0,No,11,No,25760,1963,No
Aug-2022,FY23,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,976,456,706,5,721,0.71,0,No,9,No,102370,1568,No
Aug-2022,FY23,TL002,Watering Can 2L,Tools,Hyderabad Spoke,657,605,765,4,493,0.52,0,No,11,No,72675,702,No
Aug-2022,FY23,TL003,Premium Potting Mix 5kg,Tools,Delhi Hub,2498,1069,480,1,3086,0.21,0,No,3,No,62400,6017,No
Aug-2022,FY23,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,919,598,504,1,1012,0.2,0,No,13,No,27720,834,No
Aug-2022,FY23,TL005,Moisture Meter,Tools,Bengaluru Hub,945,694,532,3,1104,0.56,0,No,14,No,106400,3312,No
Aug-2022,FY23,GF001,Green Starter Kit,Gifting,Delhi Hub,278,1104,813,3,566,0.37,0,No,14,No,300810,3141,No
Aug-2022,FY23,GF002,Plant Parent Gift Box,Gifting,Mumbai Hub,898,1175,258,2,1813,0.78,0,No,3,No,170280,17948,No
Aug-2022,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Talegaon Main (Pune),2245,1093,631,2,2705,0.32,0,No,13,No,694100,44632,No
Aug-2022,FY23,GF004,Corporate Desk Plant Set,Gifting,Talegaon Main (Pune),850,657,601,0,906,0.0,0,No,12,No,324540,7338,No
Aug-2022,FY23,GF005,Anniversary Succulent Box,Gifting,Delhi Hub,2146,278,783,3,1638,0.38,0,No,8,No,336690,10565,No
Sep-2022,FY23,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,502,953,194,12,1249,6.19,0,No,13,No,27160,2622,No
Sep-2022,FY23,PL002,Peace Lily,Live Plants,Hyderabad Spoke,2182,1062,364,14,2866,3.85,0,No,11,No,32760,3869,No
Sep-2022,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Bengaluru Hub,1270,964,762,29,1443,3.81,0,No,5,No,76200,2164,No
Sep-2022,FY23,PL004,Fiddle Leaf Fig,Live Plants,Talegaon Main (Pune),1040,1189,518,24,1687,4.63,0,No,5,No,155400,7591,No
Sep-2022,FY23,PL005,Golden Pothos,Live Plants,Mumbai Hub,877,417,875,83,336,9.49,0,No,9,No,52500,302,No
Sep-2022,FY23,PL006,ZZ Plant,Live Plants,Talegaon Main (Pune),1315,392,219,18,1470,8.22,0,No,7,No,35040,3528,No
Sep-2022,FY23,PL007,Spider Plant,Live Plants,Talegaon Main (Pune),1078,188,757,45,464,5.94,0,No,3,No,56775,522,No
Sep-2022,FY23,PL008,Money Plant (Epipremnum),Live Plants,Mumbai Hub,1159,588,202,13,1532,6.44,0,No,11,No,10100,1149,No
Sep-2022,FY23,PL009,Rubber Plant,Live Plants,Bengaluru Hub,2386,532,438,22,2458,5.02,0,No,9,No,78840,6636,No
Sep-2022,FY23,PL010,Aglaonema Red,Live Plants,Hyderabad Spoke,1266,600,663,62,1141,9.35,0,No,12,No,139230,3594,No
Sep-2022,FY23,PL011,Rose – Red (Grafted),Live Plants,Bengaluru Hub,1040,1105,96,9,2040,9.38,0,No,12,No,12480,3978,No
Sep-2022,FY23,PL012,Hibiscus – Pink,Live Plants,Talegaon Main (Pune),1188,1115,876,50,1377,5.71,0,No,6,No,96360,2272,No
Sep-2022,FY23,PL013,Bougainvillea,Live Plants,Mumbai Hub,1951,885,459,27,2350,5.88,0,No,14,No,52785,4053,No
Sep-2022,FY23,PL014,Ixora,Live Plants,Talegaon Main (Pune),1067,218,224,14,1047,6.25,0,No,13,No,19040,1334,No
Sep-2022,FY23,PL015,Marigold Seedling,Live Plants,Talegaon Main (Pune),2256,899,199,8,2948,4.02,0,No,8,No,7960,1768,No
Sep-2022,FY23,PL016,Aloe Vera,Live Plants,Bengaluru Hub,1966,733,405,13,2281,3.21,0,No,10,No,32400,2737,No
Sep-2022,FY23,PL017,Cactus Mix (3 pack),Live Plants,Delhi Hub,2195,178,191,15,2167,7.85,0,No,10,No,12415,2112,No
Sep-2022,FY23,PL018,Echeveria Set of 3,Live Plants,Talegaon Main (Pune),346,844,470,18,702,3.83,0,No,6,No,44650,1000,No
Sep-2022,FY23,PL019,Areca Palm,Live Plants,Talegaon Main (Pune),1874,1025,292,24,2583,8.22,0,No,8,No,73000,9686,No
Sep-2022,FY23,PL020,Bamboo Palm,Live Plants,Bengaluru Hub,1570,150,163,5,1552,3.07,0,No,12,No,44010,6285,No
Sep-2022,FY23,SD001,Cherry Tomato Seeds,Seeds,Delhi Hub,753,246,815,0,184,0.0,0,No,4,No,14670,49,No
Sep-2022,FY23,SD002,Spinach Seeds (50g),Seeds,Delhi Hub,875,188,715,2,346,0.28,0,No,12,No,10010,72,No
Sep-2022,FY23,SD003,Coriander Seeds (50g),Seeds,Bengaluru Hub,821,301,445,0,677,0.0,0,No,11,No,5340,121,No
Sep-2022,FY23,SD004,Chilli Hybrid Seeds,Seeds,Delhi Hub,1411,767,212,0,1966,0.0,0,No,14,No,4664,648,No
Sep-2022,FY23,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,461,138,589,2,8,0.34,0,Yes,3,Yes,9424,1,No
Sep-2022,FY23,SD006,Sunflower Seeds,Seeds,Talegaon Main (Pune),237,249,129,2,355,1.55,0,No,4,No,2580,106,No
Sep-2022,FY23,SD007,Petunia Seeds,Seeds,Bengaluru Hub,2132,504,288,3,2345,1.04,0,No,14,No,8064,984,No
Sep-2022,FY23,SD008,Methi Seeds (100g),Seeds,Bengaluru Hub,1950,276,168,2,2056,1.19,0,No,10,No,1680,308,No
Sep-2022,FY23,SD009,Basil Seeds,Seeds,Bengaluru Hub,2489,321,841,4,1965,0.48,0,No,7,No,12615,442,No
Sep-2022,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Bengaluru Hub,1654,278,354,5,1573,1.41,0,No,13,No,37170,2477,No
Sep-2022,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Bengaluru Hub,1403,768,635,4,1532,0.63,0,No,13,No,85725,3102,No
Sep-2022,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Delhi Hub,2081,943,426,3,2595,0.7,0,No,6,No,89460,8174,No
Sep-2022,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Hyderabad Spoke,1169,176,320,0,1025,0.0,0,No,10,No,22400,1076,No
Sep-2022,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Talegaon Main (Pune),2139,410,186,0,2363,0.0,0,No,3,No,44640,8506,No
Sep-2022,FY23,PT006,Hanging Basket Planter,Pots & Planters,Delhi Hub,939,929,566,4,1298,0.71,0,No,14,No,93390,3212,No
Sep-2022,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Bengaluru Hub,1974,521,735,0,1760,0.0,0,No,10,No,286650,10296,No
Sep-2022,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Delhi Hub,484,989,543,0,930,0.0,0,No,13,No,43440,1116,No
Sep-2022,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Hyderabad Spoke,881,115,469,0,527,0.0,0,No,4,No,44555,750,No
Sep-2022,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Hyderabad Spoke,359,1064,548,0,875,0.0,0,No,11,No,60280,1443,No
Sep-2022,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Bengaluru Hub,475,1101,342,4,1230,1.17,0,No,10,No,27360,1476,No
Sep-2022,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Mumbai Hub,1884,116,821,4,1175,0.49,0,No,5,No,82100,1762,No
Sep-2022,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Delhi Hub,753,1143,887,3,1006,0.34,0,No,14,No,62090,1056,No
Sep-2022,FY23,TL001,Garden Pruner – Stainless,Tools,Delhi Hub,628,1039,244,4,1419,1.64,0,No,6,No,35380,3086,No
Sep-2022,FY23,TL002,Watering Can 2L,Tools,Mumbai Hub,2124,163,763,0,1524,0.0,0,No,3,No,72485,2171,No
Sep-2022,FY23,TL003,Premium Potting Mix 5kg,Tools,Bengaluru Hub,1671,1143,330,1,2483,0.3,0,No,10,No,42900,4841,No
Sep-2022,FY23,TL004,Pebbles Decorative 500g,Tools,Delhi Hub,1148,127,653,1,621,0.15,0,No,12,No,35915,512,No
Sep-2022,FY23,TL005,Moisture Meter,Tools,Talegaon Main (Pune),1318,389,839,3,865,0.36,0,No,12,No,167800,2595,No
Sep-2022,FY23,GF001,Green Starter Kit,Gifting,Talegaon Main (Pune),1515,1047,713,0,1849,0.0,0,No,3,No,263810,10261,No
Sep-2022,FY23,GF002,Plant Parent Gift Box,Gifting,Hyderabad Spoke,2019,340,541,2,1816,0.37,0,No,10,No,357060,17978,No
Sep-2022,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Delhi Hub,2428,827,290,4,2961,1.38,0,No,14,No,319000,48856,No
Sep-2022,FY23,GF004,Corporate Desk Plant Set,Gifting,Delhi Hub,1501,1021,794,4,1724,0.5,0,No,14,No,428760,13964,No
Sep-2022,FY23,GF005,Anniversary Succulent Box,Gifting,Bengaluru Hub,1147,241,625,4,759,0.64,0,No,10,No,268750,4895,No
Oct-2022,FY23,PL001,Monstera Deliciosa,Live Plants,Hyderabad Spoke,468,556,1014,73,0,7.2,1,Yes,4,Yes,141960,0,Yes
Oct-2022,FY23,PL002,Peace Lily,Live Plants,Hyderabad Spoke,527,618,1135,98,0,8.63,4,Yes,8,Yes,102150,0,Yes
Oct-2022,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Talegaon Main (Pune),1832,682,575,19,1920,3.3,0,No,8,No,57500,2880,Yes
Oct-2022,FY23,PL004,Fiddle Leaf Fig,Live Plants,Talegaon Main (Pune),931,719,702,68,880,9.69,0,No,6,No,210600,3960,Yes
Oct-2022,FY23,PL005,Golden Pothos,Live Plants,Mumbai Hub,1663,1314,975,37,1965,3.79,0,No,4,No,58500,1768,Yes
Oct-2022,FY23,PL006,ZZ Plant,Live Plants,Delhi Hub,1866,1805,1370,124,2177,9.05,0,No,7,No,219200,5224,Yes
Oct-2022,FY23,PL007,Spider Plant,Live Plants,Bengaluru Hub,742,1108,772,71,1007,9.2,0,No,6,No,57900,1132,Yes
Oct-2022,FY23,PL008,Money Plant (Epipremnum),Live Plants,Hyderabad Spoke,1149,788,427,38,1472,8.9,0,No,7,No,21350,1104,Yes
Oct-2022,FY23,PL009,Rubber Plant,Live Plants,Mumbai Hub,2427,1257,932,53,2699,5.69,0,No,12,No,167760,7287,Yes
Oct-2022,FY23,PL010,Aglaonema Red,Live Plants,Talegaon Main (Pune),484,1801,560,23,1702,4.11,0,No,7,No,117600,5361,Yes
Oct-2022,FY23,PL011,Rose – Red (Grafted),Live Plants,Talegaon Main (Pune),771,424,341,14,840,4.11,0,No,3,No,44330,1638,Yes
Oct-2022,FY23,PL012,Hibiscus – Pink,Live Plants,Bengaluru Hub,978,1070,909,48,1091,5.28,0,No,5,No,99990,1800,Yes
Oct-2022,FY23,PL013,Bougainvillea,Live Plants,Hyderabad Spoke,450,1800,949,29,1272,3.06,0,No,5,No,109135,2194,Yes
Oct-2022,FY23,PL014,Ixora,Live Plants,Bengaluru Hub,1617,1683,856,29,2415,3.39,0,No,7,No,72760,3079,Yes
Oct-2022,FY23,PL015,Marigold Seedling,Live Plants,Mumbai Hub,1551,1617,320,26,2822,8.12,0,No,9,No,12800,1693,Yes
Oct-2022,FY23,PL016,Aloe Vera,Live Plants,Hyderabad Spoke,2404,736,1038,32,2070,3.08,0,No,3,No,83040,2484,Yes
Oct-2022,FY23,PL017,Cactus Mix (3 pack),Live Plants,Talegaon Main (Pune),2467,1500,1315,81,2571,6.16,0,No,5,No,85475,2506,Yes
Oct-2022,FY23,PL018,Echeveria Set of 3,Live Plants,Talegaon Main (Pune),780,1831,1027,73,1511,7.11,0,No,6,No,97565,2153,Yes
Oct-2022,FY23,PL019,Areca Palm,Live Plants,Mumbai Hub,912,1234,1475,91,580,6.17,0,No,12,No,368750,2175,Yes
Oct-2022,FY23,PL020,Bamboo Palm,Live Plants,Mumbai Hub,1270,1032,1028,70,1204,6.81,0,No,12,No,277560,4876,Yes
Oct-2022,FY23,SD001,Cherry Tomato Seeds,Seeds,Hyderabad Spoke,1707,454,302,4,1855,1.32,0,No,8,No,5436,500,Yes
Oct-2022,FY23,SD002,Spinach Seeds (50g),Seeds,Mumbai Hub,480,1350,1389,0,441,0.0,0,No,14,No,19446,92,Yes
Oct-2022,FY23,SD003,Coriander Seeds (50g),Seeds,Hyderabad Spoke,1015,1636,1467,4,1180,0.27,0,No,5,No,17604,212,Yes
Oct-2022,FY23,SD004,Chilli Hybrid Seeds,Seeds,Talegaon Main (Pune),1992,1150,1399,4,1739,0.29,0,No,11,No,30778,573,Yes
Oct-2022,FY23,SD005,Marigold Seeds,Seeds,Hyderabad Spoke,866,1298,327,5,1832,1.53,0,No,5,No,5232,439,Yes
Oct-2022,FY23,SD006,Sunflower Seeds,Seeds,Delhi Hub,634,1899,586,2,1945,0.34,0,No,7,No,11720,583,Yes
Oct-2022,FY23,SD007,Petunia Seeds,Seeds,Bengaluru Hub,2488,975,478,4,2981,0.84,0,No,8,No,13384,1252,Yes
Oct-2022,FY23,SD008,Methi Seeds (100g),Seeds,Hyderabad Spoke,549,1849,787,2,1609,0.25,0,No,8,No,7870,241,Yes
Oct-2022,FY23,SD009,Basil Seeds,Seeds,Talegaon Main (Pune),782,1870,366,5,2281,1.37,0,No,10,No,5490,513,Yes
Oct-2022,FY23,PT001,Ceramic Pot 5 inch – White,Pots & Planters,Mumbai Hub,738,1087,670,5,1150,0.75,0,No,9,No,70350,1811,Yes
Oct-2022,FY23,PT002,Ceramic Pot 6 inch – Terracotta look,Pots & Planters,Bengaluru Hub,2039,1844,567,1,3315,0.18,0,No,11,No,76545,6712,Yes
Oct-2022,FY23,PT003,Ceramic Pot 8 inch – Matte Black,Pots & Planters,Bengaluru Hub,573,1947,1077,5,1438,0.46,0,No,13,No,226170,4529,Yes
Oct-2022,FY23,PT004,Classic Terracotta 6in,Pots & Planters,Mumbai Hub,2042,1594,524,2,3110,0.38,0,No,7,No,36680,3265,Yes
Oct-2022,FY23,PT005,Self-Watering Pot 7in,Pots & Planters,Mumbai Hub,976,1973,928,5,2016,0.54,0,No,4,No,222720,7257,Yes
Oct-2022,FY23,PT006,Hanging Basket Planter,Pots & Planters,Mumbai Hub,422,1881,869,2,1432,0.23,0,No,7,No,143385,3544,Yes
Oct-2022,FY23,PT007,Vertical Wall Planter (5 pocket),Pots & Planters,Mumbai Hub,2142,901,1560,5,1478,0.32,0,No,6,No,608400,8646,Yes
Oct-2022,FY23,PT008,Nursery Grow Bags (5 pack),Pots & Planters,Talegaon Main (Pune),580,730,764,1,545,0.13,0,No,3,No,61120,654,Yes
Oct-2022,FY23,FR001,Ugaoo NPK 19-19-19 (500g),Fertilisers,Bengaluru Hub,2210,1180,1532,5,1853,0.33,0,No,5,No,145540,2640,Yes
Oct-2022,FY23,FR002,Organic Vermicompost (2kg),Fertilisers,Bengaluru Hub,2235,1953,561,1,3626,0.18,0,No,7,No,61710,5982,Yes
Oct-2022,FY23,FR003,Seaweed Liquid Fertiliser,Fertilisers,Hyderabad Spoke,951,1117,1306,3,759,0.23,0,No,4,No,104480,910,Yes
Oct-2022,FY23,FR004,Bone Meal Fertiliser (500g),Fertilisers,Talegaon Main (Pune),1008,1424,1370,5,1057,0.36,0,No,7,No,137000,1585,Yes
Oct-2022,FY23,FR005,Plant Tonic – Rooting Hormone,Fertilisers,Talegaon Main (Pune),481,766,1083,5,159,0.46,0,No,11,No,75810,166,Yes
Oct-2022,FY23,TL001,Garden Pruner – Stainless,Tools,Bengaluru Hub,754,1009,688,3,1072,0.44,0,No,12,No,99760,2331,Yes
Oct-2022,FY23,TL002,Watering Can 2L,Tools,Talegaon Main (Pune),1680,1055,1522,4,1209,0.26,0,No,4,No,144590,1722,Yes
Oct-2022,FY23,TL003,Premium Potting Mix 5kg,Tools,Talegaon Main (Pune),1282,1981,509,4,2750,0.79,0,No,6,No,66170,5362,Yes
Oct-2022,FY23,TL004,Pebbles Decorative 500g,Tools,Mumbai Hub,1158,862,415,2,1603,0.48,0,No,7,No,22825,1322,Yes
Oct-2022,FY23,TL005,Moisture Meter,Tools,Bengaluru Hub,1530,1297,1386,3,1438,0.22,0,No,5,No,277200,4314,Yes
Oct-2022,FY23,GF001,Green Starter Kit,Gifting,Bengaluru Hub,1057,955,304,0,1708,0.0,0,No,9,No,112480,9479,Yes
Oct-2022,FY23,GF002,Plant Parent Gift Box,Gifting,Bengaluru Hub,1119,1246,361,0,2004,0.0,0,No,5,No,238260,19839,Yes
Oct-2022,FY23,GF003,Festive Diwali Plant Hamper,Gifting,Hyderabad Spoke,2020,1805,1562,0,2263,0.0,0,No,14,No,1718200,37339,Yes
Oct-2022,FY23,GF004,Corporate Desk Plant Set,Gifting,Talegaon Main (Pune),1195,1018,646,2,1565,0.31,0,No,10,No,348840,12676,Yes
Oct-2022,FY23,GF005,Anniversary Succulent Box,Gifting,Talegaon Main (Pune),969,1727,1378,4,1314,0.29,0,No,4,No,592540,8475,Yes
Nov-2022,FY23,PL001,Monstera Deliciosa,Live Plants,Mumbai Hub,1518,1904,1352,113,1957,8.36,0,No,3,No,189280,4109,Yes
Nov-2022,FY23,PL002,Peace Lily,Live Plants,Hyderabad Spoke,2028,1276,1354,124,1826,9.16,0,No,12,No,121860,2465,Yes
Nov-2022,FY23,PL003,Snake Plant (Sansevieria),Live Plants,Hyderabad Spoke,2114,817,799,45,2087,5.63,0,No,6,No,79900,3130,Yes
Nov-2022,FY23,PL004,Fiddle Leaf Fig,Live Plants,Talegaon Main (Pune),2031,1206,558,25,2654,4.48,0,No,6,No,167400,11943,Yes
Nov-2022,FY23,PL005,Golden Pothos,Live Plants,Mumbai Hub,283,1431,1065,102,547,9.58,0,No,3,No,63900,492,Yes
Nov-2022,FY23,PL006,ZZ Plant,Live Plants,Hyderabad Spoke,2400,1600,1301,94,2605,7.23,0,No,9,No,208160,6252,Yes
